"TIME","GEO","INDIC_MD","Value","Flag and Footnotes"
"2014","Lebanon","Unemployment rate by education level, male, ISCED 0-1 (%)",":",""
"2014","Lebanon","Unemployment rate by education level, male, ISCED 2 (%)",":",""
"2014","Lebanon","Unemployment rate by education level, male, ISCED 3-4 (%)",":",""
"2014","Lebanon","Unemployment rate by education level, male, ISCED 5-6 (%)",":",""
"2014","Palestine","Unemployment rate by education level, male, Illiterate (%)","36.8",""
"2014","Palestine","Unemployment rate by education level, male, ISCED 0-1 (%)","27.4",""
"2014","Palestine","Unemployment rate by education level, male, ISCED 2 (%)","25.9",""
"2014","Palestine","Unemployment rate by education level, male, ISCED 3-4 (%)","20.7",""
"2014","Palestine","Unemployment rate by education level, male, ISCED 5-6 (%)","19.3",""
"2015","Algeria","Unemployment rate by education level, male, Illiterate (%)","3.9","i"
"2015","Algeria","Unemployment rate by education level, male, ISCED 0-1 (%)","7.9","i"
"2015","Algeria","Unemployment rate by education level, male, ISCED 2 (%)","12.9","i"
"2015","Algeria","Unemployment rate by education level, male, ISCED 3-4 (%)","8.8","i"
"2015","Algeria","Unemployment rate by education level, male, ISCED 5-6 (%)","8.5","i"
"2015","Egypt","Unemployment rate by education level, male, Illiterate (%)",":",""
"2015","Egypt","Unemployment rate by education level, male, ISCED 0-1 (%)",":",""
"2015","Egypt","Unemployment rate by education level, male, ISCED 2 (%)",":",""
"2015","Egypt","Unemployment rate by education level, male, ISCED 3-4 (%)",":",""
"2015","Egypt","Unemployment rate by education level, male, ISCED 5-6 (%)",":",""
"2015","Morocco","Unemployment rate by education level, male, Illiterate (%)","2.5",""
"2015","Morocco","Unemployment rate by education level, male, ISCED 0-1 (%)","5.8",""
"2015","Morocco","Unemployment rate by education level, male, ISCED 2 (%)","14.4",""
"2015","Morocco","Unemployment rate by education level, male, ISCED 3-4 (%)","17.3",""
"2015","Morocco","Unemployment rate by education level, male, ISCED 5-6 (%)","16.9",""
"2015","Tunisia","Unemployment rate by education level, male, Illiterate (%)",":",""
"2015","Tunisia","Unemployment rate by education level, male, ISCED 0-1 (%)",":",""
"2015","Tunisia","Unemployment rate by education level, male, ISCED 2 (%)",":",""
"2015","Tunisia","Unemployment rate by education level, male, ISCED 3-4 (%)",":",""
"2015","Tunisia","Unemployment rate by education level, male, ISCED 5-6 (%)",":",""
"2015","Israel","Unemployment rate by education level, male, Illiterate (%)","0.0",""
"2015","Israel","Unemployment rate by education level, male, ISCED 0-1 (%)","8.3",""
"2015","Israel","Unemployment rate by education level, male, ISCED 2 (%)","10.6",""
"2015","Israel","Unemployment rate by education level, male, ISCED 3-4 (%)","5.7",""
"2015","Israel","Unemployment rate by education level, male, ISCED 5-6 (%)","3.4",""
"2015","Jordan","Unemployment rate by education level, male, Illiterate (%)","8.3",""
"2015","Jordan","Unemployment rate by education level, male, ISCED 0-1 (%)",":",""
"2015","Jordan","Unemployment rate by education level, male, ISCED 2 (%)",":",""
"2015","Jordan","Unemployment rate by education level, male, ISCED 3-4 (%)",":",""
"2015","Jordan","Unemployment rate by education level, male, ISCED 5-6 (%)",":",""
"2015","Lebanon","Unemployment rate by education level, male, Illiterate (%)",":",""
"2015","Lebanon","Unemployment rate by education level, male, ISCED 0-1 (%)",":",""
"2015","Lebanon","Unemployment rate by education level, male, ISCED 2 (%)",":",""
"2015","Lebanon","Unemployment rate by education level, male, ISCED 3-4 (%)",":",""
"2015","Lebanon","Unemployment rate by education level, male, ISCED 5-6 (%)",":",""
"2015","Palestine","Unemployment rate by education level, male, Illiterate (%)","26.0",""
"2015","Palestine","Unemployment rate by education level, male, ISCED 0-1 (%)","25.3",""
"2015","Palestine","Unemployment rate by education level, male, ISCED 2 (%)","24.6",""
"2015","Palestine","Unemployment rate by education level, male, ISCED 3-4 (%)","18.9",""
"2015","Palestine","Unemployment rate by education level, male, ISCED 5-6 (%)","19.0",""
